,Id,App,Reviews,Rating,Current Version,Category,Type,Size,Price,Content Rating
4663,995125257,skyticket - Reserve Best Valued Air Tickets,0,0.0,1.41,Travel,Free,7.9M,0.0$,Everyone
4672,995922287,Upperland,201,4.0,1.15,Games,Free,120.7M,0.0$,Teen
4673,995999703,Agar.io,176514,4.5,1.7.1,Games,Free,61.0M,0.0$,Teen
4674,996136866,Aralon: Forge and Flame,192,3.5,2.0,Games,Paid,1315.4M,4.99$,Everyone 12+
4675,996246479,SHOWTIME,1214,2.5,2.0.2,Entertainment,Free,24.7M,0.0$,Adults only
4677,996345745,EvilBane: Rise of Ravens,1428,4.5,1.3.0,Games,Free,172.3M,0.0$,Teen
4679,996402903,Pharaoh's Party: Coin Pusher,191,4.5,1.4.1,Games,Free,216.9M,0.0$,Everyone 12+
4680,996491151,Puzzle Strike,21,3.5,1.01,Games,Paid,391.3M,3.99$,Everyone
4681,996509117,球球大作战,111,4.0,6.4.5,Games,Free,118.8M,0.0$,Everyone
4683,996802374,Cops N Robbers (Jail Break 2) - Survival Mini Game,1559,4.0,2.2.1,Games,Free,215.6M,0.0$,Teen
4684,996855098,Money Multiplier,1,4.0,1.0.3,Games,Free,38.6M,0.0$,Everyone
4685,996866372,天天快报 - 最热门的新闻资讯软件,15,3.0,3.1.0,News,Free,92.2M,0.0$,Everyone 12+
4688,996948313,Eisenhorn: XENOS,100,3.5,1.4,Games,Paid,2868.9M,5.99$,Everyone 12+
4689,997002798,KING OF KARTS: Single- & Multiplayer Battles.,9,3.5,2.4.3,Games,Paid,459.1M,2.99$,Everyone
4695,997252057,Popcorn Buzz - Free Group Calls,281,3.5,1.3.2,Social Networking,Free,16.6M,0.0$,Everyone
4696,997362197,"InShot Video Editor Music, No Crop, Cut",12779,5.0,1.19.1,Photo & Video,Free,53.3M,0.0$,Everyone
4698,997392079,My Uncrowded,224,3.0,18,Games,Paid,163.8M,0.99$,Adults only
4699,997446291,PAC-MAN Championship Edition DX,517,4.5,1.0.1,Games,Paid,120.8M,4.99$,Teen
4703,997676587,Matchsticks ~ Free Puzzle Game with Matches,212,4.5,1.9,Games,Free,31.0M,0.0$,Everyone
4704,997715441,盗墓OL-精绝女王,0,0.0,2.100,Games,Free,323.7M,0.0$,Adults only
4705,997811381,Doc McStuffins Pet Vet,70,3.0,1.3,Entertainment,Paid,581.7M,1.99$,Everyone
4706,997811612,Fishing Break,2088,4.5,2.8.1,Games,Free,551.5M,0.0$,Teen
4707,997878440,Flipped Out – The Powerpuff Girls Match 3 Puzzle / Fighting Action Game,124,4.5,1.0.2,Games,Paid,611.2M,2.99$,Teen
4708,998059934,Equipd Bible,94,4.5,3.2,Productivity,Paid,128.9M,2.99$,Everyone
4709,998179061,Private School Days,99,4.0,1.1.4,Games,Paid,52.8M,4.99$,Adults only
4711,998253660,恋愛消滅ボタン ~ 無料 泣ける恋愛小説 放置ゲーム ~,0,0.0,1.1.4,Book,Free,22.4M,0.0$,Everyone 12+
4713,998276924,Fetty Wap: Nitro Nation Stories,2005,4.5,2.12,Games,Free,980.3M,0.0$,Everyone
4714,998286883,Scrubby Dubby Saga,3874,4.5,1.28.4,Games,Free,106.9M,0.0$,Everyone
4715,998360879,Chain: Collaborate On MyVideo Story/Group Video,35,4.5,3.2.5,Social Networking,Free,91.4M,0.0$,Everyone 12+
4716,998364171,Face on Face,0,0.0,1.0,Entertainment,Paid,1.7M,0.99$,Everyone
4718,998424233,Kick Hero,733,4.5,2.1,Games,Free,102.6M,0.0$,Teen
4721,998528159,Path of War,377,4.5,1.0.88463,Games,Free,84.3M,0.0$,Everyone 12+
4723,998560520,Blink Health,1198,5.0,1.7.15,Medical,Free,36.4M,0.0$,Adults only
4725,998834675,Clouds & Sheep 2 Premium,1,4.0,1.5.2,Games,Paid,285.5M,3.99$,Everyone
4726,998936876,Dawnbringer,238,3.5,1.3.0,Games,Free,762.1M,0.0$,Everyone 12+
4728,999183538,Honest App: Shop baby & diaper products,3173,5.0,1.8.5,Shopping,Free,116.0M,0.0$,Everyone
4729,999195395,街机游戏厅 - 电玩游戏合集火爆改版,0,0.0,6.01,Games,Paid,244.2M,0.99$,Everyone 12+
4730,999239164,乐享动-有运动音乐推荐的计步器,0,0.0,2.4.7,Health & Fitness,Free,99.9M,0.0$,Everyone
4731,999263877,"It Girl Story - Styling, Fashion & Celebrity Life",3537,4.5,2.396,Games,Free,888.4M,0.0$,Everyone
4732,999273718,Circle Boom,7,1.5,1.5,Games,Free,13.9M,0.0$,Everyone
4735,999535933,Donut vs Donut,16,4.5,1.02,Games,Paid,82.0M,0.99$,Everyone
4738,999702563,KORG iDS-10,52,4.0,2.1.1,Music,Paid,84.0M,19.99$,Everyone
4742,999771588,Swapperoo,361,4.0,1.0.2,Games,Paid,23.0M,1.99$,Everyone
4744,1000227889,【よく当たる】手相鑑定〜選べる鑑定ジャンル(人生運、仕事運、恋愛運),3,3.5,1.1.0,Games,Free,52.5M,0.0$,Everyone
4746,1000559499,Wonder Tactics,730,4.5,1.4.8,Games,Free,622.8M,0.0$,Everyone 12+
4748,1000588300,キスまでにしたい10のこと ~ 無料 胸きゅん恋愛小説 放置げーむ ~,0,0.0,1.1.1,Book,Free,49.1M,0.0$,Everyone 12+
4749,1000590510,闇金クリッカー,0,0.0,1.0.5,Games,Free,40.1M,0.0$,Everyone
4750,1000593025,Special Air Wing - Flight Simulator,138,4.0,1.8.1,Games,Paid,239.1M,2.99$,Teen
4751,1000668798,King Tongue,255,4.5,1.0.2,Games,Paid,402.5M,1.99$,Teen
4752,1000708019,Butt Sworkit - Free Workout Trainer to tone & lift,960,5.0,1.3.1,Health & Fitness,Free,55.9M,0.0$,Everyone
4753,1000773093,Rapala Fishing - Daily Catch,1666,4.5,1.4.6,Games,Free,191.9M,0.0$,Everyone
4754,1000835177,Recontact: Istanbul,14,3.5,1.0.1,Games,Paid,275.7M,0.99$,Everyone
4755,1000876192,Plants vs. Zombies™ Heroes,16305,4.5,1.14.13,Games,Free,146.8M,0.0$,Teen
4756,1001059684,Dr. Panda's Carnival,49,3.5,1.24,Education,Paid,233.8M,2.99$,Everyone
4757,1001153553,腾讯WiFi管家-手机安全免费WiFi,8,4.0,2.5.2,Utilities,Free,30.5M,0.0$,Everyone
4758,1001177846,Find–the–Line,181,4.5,1.6.1,Games,Paid,437.1M,2.99$,Everyone
4759,1001193844,Moto x3m,53,4.5,1.2.0,Games,Paid,55.1M,0.99$,Teen
4760,1001229698,PAC-MAN Bounce - Puzzle Adventure,392,4.0,2.1,Games,Free,342.7M,0.0$,Everyone
4761,1001244846,The Everything Machine by Tinybop,141,4.0,1.1.0,Education,Paid,216.5M,2.99$,Everyone
4762,1001247878,The Earth by Tinybop,173,4.0,1.1.5,Education,Paid,468.9M,2.99$,Everyone
4763,1001248922,Oddworld: Munch's Oddysee,200,4.5,1.0.2,Games,Paid,679.3M,2.99$,Everyone 12+
4764,1001250333,Star Trek Timelines,4721,4.0,2.0.0,Games,Free,153.7M,0.0$,Everyone 12+
4765,1001286466,Minecraft: Story Mode,20621,4.0,1.6,Games,Free,1038.8M,0.0$,Teen
4767,1001425491,Thumb Drift - Furious One Touch Car Racing,6051,4.5,1.4.3,Games,Free,175.6M,0.0$,Everyone
4768,1001473964,Picolo drinking game,227,5.0,1.18.0,Entertainment,Free,33.9M,0.0$,Adults only
4769,1001501844,Deliveroo: Restaurant Delivery - Order Food Nearby,1702,4.5,2.16.1,Food & Drink,Free,59.8M,0.0$,Everyone 12+
4770,1001515754,Craft The World - Episodes Edition,4,5.0,1.1.010,Games,Paid,212.0M,0.99$,Teen
4771,1001725199,Abzorb,76,3.5,1.3.4,Games,Paid,55.2M,2.99$,Everyone
4776,1001893116,Hit the Button Math,1,5.0,1.0,Education,Paid,12.7M,2.99$,Everyone
4777,1001989098,Supermarket Girl - Shopping Fun!,1354,4.5,1.7,Games,Free,87.2M,0.0$,Everyone
4778,1002132680,Super Stickman Golf 3,1593,4.5,1.7.8,Games,Free,126.0M,0.0$,Everyone
4779,1002210090,Pixel Dungeon,152,4.5,1.9.2,Games,Paid,45.8M,2.99$,Teen
4780,1002228096,Ookujira - Giant Whale Rampage,878,4.5,2.2,Games,Free,45.7M,0.0$,Teen
4781,1002317411,霸王英雄传（吕布一统天下，演义三国群英杰传奇）,0,0.0,4.2,Games,Free,212.7M,0.0$,Everyone
4783,1002340615,PAC-MAN 256 - Endless Arcade Maze,23015,4.5,2.0.3,Games,Free,138.7M,0.0$,Everyone
4784,1002345611,Little Farmers - Tractors and Harvesters for Kids,29,3.0,1.5,Education,Paid,273.6M,1.99$,Everyone
4785,1002355194,转转-更专业的二手闲置交易平台,23,2.5,3.1.0,Shopping,Free,75.0M,0.0$,Everyone
4786,1002381557,"S, - Puzzle Game With Create Level Feature",0,0.0,1.5.2,Games,Free,26.9M,0.0$,Everyone
4787,1002417141,Project Color™ by The Home Depot,490,2.5,1.1.43,Lifestyle,Free,45.6M,0.0$,Everyone
4788,1002503055,"Please, Don't Touch Anything",379,4.0,1.0.3,Games,Paid,54.4M,4.99$,Teen
4789,1002597082,Trivia Crack Kingdoms,3250,4.0,1.3.6,Games,Free,226.3M,0.0$,Everyone
4790,1002739417,Proton Pulse for Google Cardboard,32,4.5,1.3,Games,Paid,185.5M,2.99$,Everyone
4791,1003138996,Baseball Highlights 2045,278,4.5,1.10.4,Games,Paid,129.1M,3.99$,Everyone
4792,1003168863,BLEACH Brave Souls,4815,4.5,4.5.1,Games,Free,173.4M,0.0$,Everyone 12+
4793,1003201868,Fancy Makeup Shop - Brush & Blush,425,4.0,1.4,Games,Free,101.2M,0.0$,Everyone
4794,1003287840,Bridge Rider,25,4.0,2.0.1,Games,Free,94.9M,0.0$,Everyone
4798,1003706384,Double Juggle,1105,4.5,1.1.2,Games,Free,97.9M,0.0$,Everyone
4799,1003716367,Ellipsis - Touch. Explore. Survive.,23,4.5,1.3.2,Games,Paid,137.6M,4.99$,Everyone
4801,1003765913,Auto Warriors - Tactical Car Combat,352,4.0,1.102,Games,Free,1055.8M,0.0$,Everyone 12+
4803,1003820457,Animal Jam - Play Wild!,26990,4.5,14.0,Games,Free,591.6M,0.0$,Teen
4804,1003822659,Ultimate Wolf Simulator,2737,4.5,1.0.1,Games,Paid,132.1M,0.99$,Teen
4805,1003837100,VPN Express,14,4.5,1.8,Reference,Free,10.2M,0.0$,Everyone
4806,1003996643,TexMoji,628,2.0,2.2,Utilities,Paid,10.8M,1.99$,Everyone
4807,1004090290,The Cat in the Hat - Read & Learn - Dr. Seuss,43,4.5,4.0.6,Book,Paid,46.3M,3.99$,Everyone
4808,1004227662,Brain Dots - Draw and solve! Brain Training Game,5469,4.5,2.6.1,Games,Free,51.0M,0.0$,Everyone
4811,1004539546,Olympus Rising,7072,4.5,3.3.0,Games,Free,120.7M,0.0$,Everyone 12+
4813,1004729170,Mikey Jumps,148,4.0,2.0,Games,Free,44.7M,0.0$,Everyone
4815,1004871562,Sky Viper Video Viewer,105,3.0,2.4,Entertainment,Free,222.1M,0.0$,Everyone
4816,1004938586,お小遣いアプリ。ポイントをレシートで貯めよう　／　レシポ！,0,0.0,2.7.8,Catalogs,Free,15.3M,0.0$,Everyone
4817,1004963943,一起作业学生端-中小学霸口袋学习辅导助手,91,4.0,2.8.2,Education,Free,60.5M,0.0$,Everyone
4818,1005017298,The 7 Second Challenge,1838,5.0,1.3.0,Games,Paid,38.7M,1.99$,Everyone
4819,1005030039,Mon Espace - Pôle emploi,11,5.0,4.2,Business,Free,106.3M,0.0$,Everyone
4820,1005050125,DragonBox Numbers,26,5.0,1.6.4,Education,Paid,331.0M,7.99$,Everyone
4821,1005077069,Army of Heroes,1235,4.5,1.02.08,Games,Free,146.0M,0.0$,Everyone 12+
4822,1005098334,Human Resource Machine,497,4.5,1.0.6,Games,Paid,65.5M,4.99$,Teen
4824,1005322299,Oops You Died,54,4.5,2.0.7,Games,Free,322.4M,0.0$,Teen
4825,1005415016,FUT Wager,33,3.5,3.2,Sports,Paid,41.3M,1.99$,Adults only
4826,1005468883,Sleep Pulse 2 Motion - The Sleep Tracker for Watch,448,2.0,2.07,Health & Fitness,Paid,14.8M,3.99$,Everyone
4829,1005783927,Frozen Frenzy Mania: Challenging Match 3 Games,4104,4.5,2.1.1,Games,Free,283.0M,0.0$,Everyone
4830,1005859110,Trick Pix - Magic & Prank Camera,13,3.0,1.0,Entertainment,Paid,17.0M,1.99$,Everyone
4831,1006385486,Glowing Snake King - Anaconda Diep War Battle Game,2554,4.5,1.0.10,Games,Free,27.8M,0.0$,Everyone
4832,1006393168,The Battle of Polytopia,3757,4.5,1.7.0,Games,Free,34.5M,0.0$,Everyone 12+
4833,1006408029,Youtubers Life - Gaming Channel,451,4.0,1.2.6,Games,Paid,868.5M,8.99$,Everyone
4834,1006414665,Soda Dungeon,5717,4.5,1.2.02,Games,Free,71.3M,0.0$,Everyone 12+
4835,1006503995,奇幻射击2,0,0.0,5.0.7,Games,Paid,227.6M,0.99$,Teen
4838,1006850128,Ice Queen Prom Salon: Princess Makeover Girls Game,11,3.5,9999.1.6,Games,Paid,70.3M,1.99$,Everyone
4839,1006878949,Dear Diary - Interactive Story,8922,4.5,1.4.1,Games,Free,71.0M,0.0$,Everyone
4840,1007001475,Ear Age Diagnosis,0,0.0,1.7.1,Games,Free,4.9M,0.0$,Everyone
4841,1007115851,Spellbinders,1245,4.0,1.6.1,Games,Free,145.6M,0.0$,Teen
4842,1007120869,BADLAND 2,898,4.5,1.3,Games,Paid,118.7M,3.99$,Teen
4843,1007143930,LEGO® NEXO KNIGHTS™ : MERLOK 2.0,837,4.0,2.1.0,Games,Free,550.1M,0.0$,Teen
4844,1007177838,The Game - Play ... as long as you can!,41,4.5,1.0.2,Games,Paid,50.3M,2.99$,Teen
4846,1007479011,Athletics 2: Summer Sports,333,4.5,1.5,Games,Paid,232.3M,1.99$,Everyone
4847,1007720559,Mix+Smash: Marvel Super Hero Mashers,1050,4.5,2.0,Entertainment,Free,462.4M,0.0$,Everyone
4848,1007929736,VOEZ,2508,4.5,1.1.2,Games,Free,286.0M,0.0$,Everyone
4850,1008053853,Toy Blocks Game for Brain Traning -TSUMIKI-,0,0.0,1.4.0,Games,Free,92.9M,0.0$,Everyone
4851,1008111072,Fieldrunners Attack!,1984,3.5,3.4.176411,Games,Free,263.7M,0.0$,Teen
4852,1008234539,Capital One CreditWise - Credit score and report,1019,4.5,1.4.0,Finance,Free,61.7M,0.0$,Everyone
4853,1008496061,Lost Frontier,153,4.0,1.0.3,Games,Paid,152.5M,2.99$,Everyone 12+
4854,1008519817,Hungry Babies Mania,7075,4.5,2.3.2,Games,Free,197.9M,0.0$,Everyone
4855,1008546049,"Whink - Note taking, Annotate & Record Lectures",110,4.0,3.5,Productivity,Paid,72.8M,4.99$,Everyone
4856,1008548146,暴打三国志-经典RPG角色扮演动作卡牌策略手游,0,0.0,1.5.1,Games,Free,127.9M,0.0$,Teen
4859,1008623359,多重人格彼女〜僕の彼女は世界で一番可愛くて、そして狂っている〜,0,0.0,1.03,Games,Free,78.2M,0.0$,Adults only
4860,1008692660,RollerCoaster Tycoon® 3,1334,4.0,1.0.4,Games,Paid,669.1M,4.99$,Everyone
4861,1008719508,Shadow Bug,978,4.5,1.3,Games,Paid,234.8M,3.99$,Everyone 12+
4863,1009134067,Bullet Force,9289,4.5,1.05,Games,Free,477.8M,0.0$,Adults only
4864,1009158392,脱出ゲーム　都市伝説〜杉沢村からの脱出〜,1,4.0,1.0.1,Games,Free,488.3M,0.0$,Everyone 12+
4866,1009200976,Futurama: Game of Drones,8394,4.5,1.12.0,Games,Free,367.8M,0.0$,Everyone 12+
4867,1009227147,Vault!,1203,4.5,1.0.4,Games,Free,129.3M,0.0$,Teen
4868,1009257820,FreeVRPlayer,134,2.5,2.0,Photo & Video,Free,7.6M,0.0$,Everyone
4870,1009336960,Peppa Pig: Golden Boots,28,3.5,1.1.0,Education,Paid,940.6M,2.99$,Everyone
4871,1009442510,Colorfy: Coloring Book for Adults,247809,4.5,3.7.1,Entertainment,Free,118.4M,0.0$,Everyone
4873,1009979707,Snapimals: Discover & Snap Amazing & Cute Animals!,11060,4.5,1.1.8,Games,Free,211.0M,0.0$,Everyone
4874,1010174792,一言-记录字句，发现共鸣,0,0.0,2.2.2,Social Networking,Paid,30.6M,0.99$,Everyone 12+
4875,1010204708,空格－更优秀的个人技能交易平台,0,0.0,2.8.1,Lifestyle,Free,44.0M,0.0$,Adults only
4878,1010582800,Battlevoid: Harbinger,374,4.5,2.0.1,Games,Paid,103.2M,0.99$,Everyone 12+
4879,1010587367,Stickman Football,429,4.0,1.4,Games,Free,45.5M,0.0$,Everyone
4880,1010604522,Syberia 2 (FULL),58,4.0,1.0,Games,Paid,1491.3M,4.99$,Everyone 12+
4881,1010677881,World Chef: Restaurant & Cooking Game,29886,4.5,1.34.7,Games,Free,130.0M,0.0$,Everyone 12+
4882,1010704842,Dream League Soccer 2017,66004,4.5,4.04,Games,Free,343.0M,0.0$,Everyone
4884,1010739052,My Singing Monsters: Dawn of Fire,7749,4.5,1.11.0,Games,Free,142.7M,0.0$,Everyone
4885,1010794981,GIPHY KEYS. The GIF Keyboard,138,3.5,1.0.3,Utilities,Free,48.8M,0.0$,Everyone 12+
4886,1010801515,Ultimate Shark Simulator,256,4.0,1.1,Games,Paid,136.5M,0.99$,Teen
4887,1010801519,Ultimate Lion Simulator,763,4.5,1.0,Games,Paid,142.9M,0.99$,Everyone 12+
4888,1010803520,Ultimate Dinosaur Simulator,1079,3.5,1.2,Games,Paid,146.7M,0.99$,Teen
4889,1010962391,Design Home,23298,4.5,1.02.51,Games,Free,165.5M,0.0$,Everyone
4890,1010999283,Ultimate Horse Simulator,958,4.5,1.1,Games,Paid,146.7M,0.99$,Teen
4891,1011000146,Ultimate Dragon Simulator,806,4.5,1.0,Games,Paid,150.2M,0.99$,Everyone 12+
4893,1011114397,BestieBox,0,0.0,3.2.1,Social Networking,Free,46.0M,0.0$,Everyone
4894,1011129367,The Abandoned,26,4.5,1.1.42,Games,Paid,242.7M,1.99$,Adults only
4895,1011132019,NOISE,355,3.0,2.3.3,Music,Free,94.8M,0.0$,Everyone
4896,1011193872,Splash Pop,63,4.0,1.2.2,Games,Free,278.2M,0.0$,Everyone 12+
4898,1011396240,WSwitch for Belkin WeMo,138,2.5,1.3,Utilities,Paid,4.5M,1.99$,Everyone
4899,1011415692,QB Hero,304,4.5,1.2.1,Games,Free,28.2M,0.0$,Teen
4900,1011476555,Green Eggs and Ham - Read & Learn - Dr. Seuss,207,5.0,4.0.6,Book,Paid,44.3M,3.99$,Everyone
4901,1011479119,Dr. Seuss's ABC - Read & Learn - Dr. Seuss,82,4.5,4.0.6,Book,Paid,38.7M,1.99$,Everyone
4902,1011501094,Disney Jigsaw Puzzles!,1546,4.5,5.0,Games,Free,102.6M,0.0$,Everyone
4903,1011562903,Spanish SOLO: Learn Spanish With Lessons On The Go,275,4.5,2.0,Education,Free,72.3M,0.0$,Teen
4904,1011597997,9回裏だけ甲子園,0,0.0,1.0.0,Games,Free,29.7M,0.0$,Everyone
4908,1011661714,ブラックバイトはじめました。俺の嫁に捧げるストーリー【放置】,0,0.0,1.0.9,Games,Free,47.0M,0.0$,Everyone
4909,1011675447,激ムズ！ねこ階段,1,5.0,1.1.0,Entertainment,Free,117.9M,0.0$,Teen
4910,1011714860,Tap Quest : Gate Keeper,1252,4.5,3.8,Games,Free,164.1M,0.0$,Everyone
4913,1011776388,Give It Up! 2,453,4.0,1.5.8,Games,Free,158.2M,0.0$,Everyone
4914,1011788068,Would You Rather?,6479,4.5,1.70,Games,Free,31.5M,0.0$,Everyone 12+
4915,1011796416,GYMONDO – Fitness Training für Zuhause,0,0.0,3.0.1,Health & Fitness,Free,127.0M,0.0$,Everyone
4916,1011806461,【明星恋爱】偶像之路TIME TO STAR,12,5.0,1.10,Games,Paid,192.1M,0.99$,Everyone
4917,1011915604,AGT: America's Got Talent Official App on NBC,367,3.0,1.3.0,Entertainment,Free,23.8M,0.0$,Everyone
4918,1011935076,Digit: Save Money Without Thinking About It,1506,3.5,1.4.3,Finance,Free,65.3M,0.0$,Everyone
4919,1011983738,Precision Ukulele Tuner - with Chords & Metronome,105,4.5,3.1.0,Music,Paid,46.8M,1.99$,Everyone
4920,1011987577,Sputnik Eyes,309,4.0,1.5,Games,Paid,62.5M,1.99$,Everyone
4921,1012032539,Sideline - 2nd Phone Number,7907,4.5,2.25,Business,Free,127.2M,0.0$,Everyone
4922,1012151919,Bakery Story 2,5753,4.0,1.6,Games,Free,165.8M,0.0$,Everyone
4923,1012231677,METAL SLUG ATTACK,1324,4.5,2.6.0,Games,Free,101.2M,0.0$,Everyone 12+
4926,1012274888,Zen Brush 2,114,4.5,1.12,Entertainment,Paid,65.9M,2.99$,Everyone
4927,1012298403,Don't Starve: Pocket Edition,3742,4.0,1.10,Games,Paid,384.9M,4.99$,Teen
4928,1012329703,口袋苍穹-首日送萧炎，重返斗气大陆,0,0.0,1.4.8,Games,Free,148.8M,0.0$,Adults only
4931,1012368051,全民坦克联盟—坦克帝国官方正版,7,4.5,1.1.54,Games,Free,118.8M,0.0$,Everyone
4932,1012604262,Cat Kitty Kitten Coloring Pages - Free Girl Games,10278,4.5,2.3,Games,Free,37.6M,0.0$,Everyone
4933,1012712705,Tropical Wars - Pirate Battles,1465,4.5,1.11.04,Games,Free,105.8M,0.0$,Everyone 12+
4936,1012867463,网商银行,0,0.0,2.0.6.052406,Finance,Free,102.3M,0.0$,Everyone
4940,1013551921,Video Smith - A Powerful video editing tool set,1,5.0,1.2,Photo & Video,Free,37.2M,0.0$,Everyone
4941,1013585593,_PRISM,648,4.5,1.1,Games,Paid,381.7M,2.99$,Everyone
4942,1013596666,Hoodclips,346,4.0,2.2.7,Entertainment,Free,15.2M,0.0$,Adults only
4944,1013780477,Star Cheerleader - High School Tryouts,263,4.0,1.4,Games,Free,212.2M,0.0$,Everyone
4946,1013818720,Heroki,225,4.0,1.2,Games,Paid,355.8M,4.99$,Teen
4947,1013854622,KSI Unleashed,854,5.0,1.3.2,Games,Free,435.7M,0.0$,Adults only
4948,1013992870,Peanuts: Snoopy's Town Tale,4260,3.5,1.3.2,Games,Free,91.3M,0.0$,Everyone
4952,1014277964,SelfieCity,252,5.0,2.9.1,Photo & Video,Free,68.5M,0.0$,Everyone
4953,1014459049,Fontmania - Add Artworks & Text to Your Photos!,1249,4.5,1.6,Photo & Video,Paid,36.0M,4.99$,Everyone
4954,1014565551,Sago Mini Trucks and Diggers,37,4.0,1.2,Education,Paid,104.8M,2.99$,Everyone
4955,1014661557,Monkey Preschool Animals,5,4.5,1.0.6,Education,Paid,120.7M,2.99$,Everyone
4956,1014902505,Bus Driving Taxi Parking Simulator Real Extreme Car Racing Sim,199,4.0,1.0,Games,Free,282.0M,0.0$,Everyone
4957,1014907403,操作しやすいナンプレ！目に優しい パズルゲーム 800問,0,0.0,1.3.0,Games,Free,62.7M,0.0$,Everyone
4959,1014919815,Pokémon Shuffle Mobile,5805,4.5,1.10.0,Games,Free,101.2M,0.0$,Everyone
4960,1014920360,BuriedTown - World's First Doomsday Survival Themed Game,118,4.0,1.4.0,Games,Paid,58.1M,0.99$,Teen
4962,1015000630,Tank Battle: Blitzkrieg,19,3.5,1.7,Games,Paid,207.3M,1.99$,Everyone 12+
4963,1015059175,A Color Story,2436,4.5,1.1.3,Photo & Video,Free,37.5M,0.0$,Everyone
4964,1015077531,USPS StampApp for iPad,15,2.5,1.5,Reference,Paid,45.3M,9.99$,Everyone
4965,1015225810,ZAKER 专业版,0,0.0,7.7,News,Paid,71.9M,0.99$,Everyone 12+
4968,1015552271,PAW Patrol Pups to the Rescue,22,2.5,1.4,Education,Paid,722.7M,1.99$,Everyone
4969,1015603795,PAW Patrol Pups to the Rescue HD,142,3.0,1.4,Education,Paid,722.8M,1.99$,Everyone
4970,1015744628,シロクマ先生のゆるくない英文法,0,0.0,1.5,Education,Paid,213.7M,11.99$,Everyone
4971,1015771623,麻雀物語３ 役満乱舞の究極大戦,0,0.0,1.1.0,Games,Paid,2070.0M,9.99$,Everyone 12+
4973,1015820762,Circle Swing,2,3.5,1.2,Games,Free,8.2M,0.0$,Everyone
4976,1015944446,Paper Train: Traffic,20,4.0,1.0,Games,Paid,105.9M,0.99$,Everyone
4977,1016197739,Shapes & Colors Learning Kids Games for girls 2 +,0,0.0,1.3,Games,Paid,174.4M,2.99$,Everyone
4978,1016279124,360 Degree,1460,4.5,3.4.0,Games,Free,316.7M,0.0$,Everyone
4982,1016360869,Marry Me - Perfect Wedding Day!,795,4.0,1.3,Games,Free,192.3M,0.0$,Everyone
4983,1016366447,Bear,891,4.5,1.2.1,Productivity,Free,27.9M,0.0$,Everyone
4986,1016673544,"ipsy - Makeup, subscription and beauty tips",17489,5.0,2.0.0,Lifestyle,Free,34.0M,0.0$,Everyone
4987,1016686482,How the Grinch Stole Christmas! - Read & Play,49,4.5,4.0.7,Book,Paid,59.7M,3.99$,Everyone
4988,1016810652,Gigglebug's Face Race,44,3.5,1.4,Education,Paid,182.5M,2.99$,Everyone
4989,1016915419,Trick Shot,816,4.5,1.2.0,Games,Paid,100.5M,1.99$,Everyone
4990,1017064541,Viva™ Slots Las Vegas Classic Casino Games,58738,4.5,1.34.3,Games,Free,159.7M,0.0$,Everyone 12+
4991,1017112774,Battle Golf,455,4.0,2.1.1,Games,Free,46.4M,0.0$,Teen
4992,1017148055,Stash Invest: Investing & Financial Education,1655,4.0,1.6.12,Finance,Free,105.9M,0.0$,Everyone
4993,1017186083,Haywire Hospital,285,4.5,2.3.4,Games,Free,480.0M,0.0$,Everyone 12+
4994,1017228401,Fusion Pictures - A Multiplayer Game with 4 Hidden Pics Object & 1 Word Puzzle,0,0.0,1.2,Games,Free,55.2M,0.0$,Everyone
4996,1017236115,クリアした奴マジ天才,0,0.0,1.1,Games,Free,32.1M,0.0$,Everyone
4997,1017240682,Kuro no Sekai - It's a Darkness World,0,0.0,2.5.5,Games,Free,86.6M,0.0$,Teen
4999,1017367213,Octodad: Dadliest Catch,1752,4.0,1.0.21,Games,Paid,289.4M,4.99$,Teen
5000,1017447032,Transformers Rescue Bots: Save Griffin Rock,47,2.5,3.0.33,Book,Paid,1422.7M,3.99$,Everyone
5001,1017492454,YouTube Music,7109,3.5,1.78,Music,Free,108.8M,0.0$,Adults only
5002,1017551780,Disney Emoji Blitz,41036,4.5,1.11.5,Games,Free,245.1M,0.0$,Everyone
5003,1017581225,Skylanders SuperChargers,1296,4.0,1.2.2,Games,Free,1261.6M,0.0$,Teen
5005,1017627073,Osmo Numbers,52,4.0,1.5.7,Games,Free,196.0M,0.0$,Everyone
5007,1018002876,Space Grunts,58,4.0,1.6.0,Games,Paid,59.0M,3.99$,Everyone 12+
